review,recomend
this game needs more coverage,Recommended
"I wanted so much to like this game but I can't recommend it for the asking price.\n\nIt's beautiful looking and the rats physics is a very good and original idea. However, it gets ridiculous very quicly with the twirling heaps of rats coming at you, I burst into laughing the first time I saw it.\n\nIt's repetitive as hell and there's always just one way to go and one way to deal with encounters. There's no emergent gameplay and close to no place for improvisation, only what the developpers planned for you to do. From time to time there will be moments where you have to deal with waves of ennemies coming at you where you will die over and over until you know by heart where and when each one is coming so you can kill them before they get to you, it's infuriating. This is poor, not to say bad, game design.\nAnd because the checkpoint system makes no sense you will either have them way too often when it's not necessary and at other times, during tough and long moments, you will die only to realize you have to do the last 10min all over again with long unskipable dialogues you now know by heart.\nIt's tedious, so tedious that it took me more than a month to go throuh it as I got bored and stopped playing very quickly every time. By the way, the game takes approximately 13 hours to complete the main story + most of the extras.\n\nI played it in french for ""flavor"", given that the story takes place in France and it's made by a french studio, but the french dubbing, if not absolutly awful, is far from great.\n\nI see that a lot of people seem to enjoy the game and that's good for them, I really wanted to too, but sadly I didn't. This game has no replay value whatsoever, and I'm fine with a game like that if it delivers me a good and engaging story but it fails to do that too. I found it boring and hard to follow at the same time, ridiculous and highly predictable for the ""twists"".\nMaybe it's due to the bad dubbing but I failed to relate to any of the characters.\n\nNow not to sound too bitter, I have to say that the scenery is absolutly gorgeous, there are tons of visually « wow moments », the rats swarm mechanics is a technical wonder and the music is very good but that's about it and that doesn’t make the game itself good in my opinion. I'm sure the developpers put a lot of resources, work and heart into this game but to me it's not worth 45€ but maybe 25/30€.\n\n\nIn the end, it was a disappointment. When you see a huge majority of people having the opposite opinion of yours you feel that you may have missed something and maybe I did, but it still feels like the game is a little overrated to me.\n\nEDIT : I forgot to add on the plus part that I don't remember encountering one bug during my entire playthough, that's something of a rarity with 3D games nowadays.",Not Recommended
"Nice Graphic, Nice Story, Recommend :D",Recommended
"This is a very enjoyable story rich game. As a person who enjoys the history of the black plague, I was very excited and was very surprised by its twist on that history. Very nice to play.",Recommended
"Excellent story, phenomenal visuals, well-crafted characters and voice acting. Performance regarding frame-rate and frame timing is great and the overall experience was pretty much bug free for me.\n\nDifficulty in some areas in a bit strange and in occasions you die more times than you should, which is a bit frustrating. It's a learning curve though and you can easily adapt. 9/10",Recommended
"An absolute insider tip\n\nDidn't heard that much of the game, but after looking at the screens, it got my interest. And i must say, this is one of the most underrated games I played since some time.\nThis is one of the SP-games I really enjoyed. After a long break of story driven singleplayer games, because the most stories just didn't catched me enough to play more than 2 hours.\n\nBut this game completely got me under his spell.\n- The scenery and graphics are very beautiful\n- It has some kinda darker setting in the medival times\n- The other characters very likeable and you really cared about them\n- The music is beautiful, atmospheric and gives the scenes the final touch, to really play with your emotions\n- Story was very heart warming and the presentation was very nice\n\nGameplay:\n- The levels are pretty straightforward and kinda hose levelish\n But you always got some other little paths were you could find collectables, items for upgrading, some dialogs, etc..\n Because the story catched me, i didnt mind the level style. And the best thing was, that you didn't do any other stupid shit, like in open-world games.\n- The Gameplay didn't got me bored, because you can play stealth or just kill everyone\n But the stealth way, was atleast for me the most fun and challenging one\n\nRecommendation:\nF* yes. If you want a nice story driven SP-game, where you get sucked into the story and always want to see what happens in the next chapter. Gameplay is fun and the difficullty is enough to not get bored. \n--- Most underrated game in 2019 ---\n",Recommended
thats such a good game\n\n,Recommended
"Thank you for this experience. I really enjoyed the atmosphere, story and the awesome textures as well as the design. This is one of the few games I actually finished ;)\n\nPros:\n- Awesome story and characters\n- High-Res textures\n- good graphics\n\nCons:\n- gameplay gets a bit dull from time to time and is rather limited despite the fact that there a quite a few potions to throw with.",Recommended
"As someone who has a hard time finishing games, but was not one of them. I found the gameplay, ost, mechanics to be a nice change. I have ADD and  normal non-linear games always end up not being finished. This being linear made it easy to sit and just play for once. Story line is solid and never felt bored from it. Difficulty is on the medium side, but still hard enough to keep interest. Graphics were awesome. 10/10 dicks up will play again. It doesn't support ultrawide which is a little sad, but non the less was still immersive with black bars.",Recommended
"[h1]Hello everybody! I might be a little late to the party but I decided to make a playthrough on the game if you're interested! If not, that's fine too[/h1]\n\nhttps://youtu.be/r05eYC2tIO4\n\n[b]Now onto the review![/b] Well actually, it's gonna be more of a first impressions type thing and I'll actually review the game once I fully beat it. So right off the beat the first you'll notice is the fantastic visuals, I mean you can tell from the screenshots this game just looks next gen. Its a thing of beauty. I can't praise that enough. Though I did find I have the occasional stutter but nothing game breaking. I think it's more of an issue with the engine though then my actual hardware. \n\nThe gameplay mainly consists of avoiding bad guys and I have come across what seemed like a boss even! Which surprised the crap out of me. But there is also crafting to upgrade your sling. But really what's gonna keep you here is the story. The intro to this game is super intense and has me hooked right off the bat! If you don't believe me, check it out for yourself. My video or some one else's. If it at all seems interesting to you, chances are you'll like it. Keep in mind, I can't really see much replayability here. So once you are done. You'll most likely be done. But the over all quality leads me to believe the game is worth the asking price and I have no regrets! \n",Recommended
This game is dark  \nAnd story is great \nR.i.p that chicken that  the old  woman  was plucking \nHes gonna make a good meal,Recommended
Fantastic Game. Beautiful Graphics and Amazing Story,Recommended
"In its current state, I cannot recommend this game. While it does have great visuals and some awesomely heart-wrenching moments in its story, I was constantly frustrated by performance issues and poor AI. I had constant fps drops (every few seconds) and stutters with an i7-8700K and the game seemed to be heavily loading only 1 or 2 cores. I really had to push myself to finish the game because of the lack of fluidity across the board.",Not Recommended
"This game was such a pleasant surprise! The story and characters are rich and the graphics are very impressive for a small studio. The gameplay itself is heavy stealth -- and while it's a linear experience, it gives freedom to the player in terms of strategy/approach to advance. I enjoyed getting to know all of the characters and felt very attached to them as I got to the later chapters. Like a good book you can't put down, I finished this in about 2-3 play sessions. The English voice actors were excellent! It's currently August as of posting this review, and this is my favorite game I've played so far in 2019.\n\nNote: If you are playing Ultrawide, you need to download HxD and make a couple line edits -- Works great except for a couple red bars during loading sequences. Just google Plague Tale Ultrawide and there's an easy step-by-step guide. I would've appreciated native support but it wasn't a big deal to fix it. Make sure you reduce Chromatic Aberration to low to get rid of the blur on the sides of the screen in Ultrawide.",Recommended
"This I will say is probably one of my favorite linear story games I've played in the last few years. The biggest regret about when I played it was not taking the time to explore and find all of the gifts, flowers, etc. I will be doing another play in the future to try and find them all.\n\nThe atmosphere of the game is absolutely amazing. From the woods to the towns everything just looked good. The different characters you meet and interact was another huge bonus to a game. I'd love to dive deeper into the history of some of the characters, but either way was pleased with what we got.\n\nThe story itself I think was very well put together and the pace changed appropriately throughout.\n\nThe only real issue I (personally) had was with the aiming sometimes. Mainly if you wanted to target something specifically but there were other things in the area to also target could be finicky. That and sometimes your parties AI could be weird, more than once had someone randomly run into trouble or get stuck on something.\n\nOverall one of my favorite story games, especially within the past few years though!",Recommended
"TOP 5 IN MY CATALOGUE\nThis game is a masterpiece. From the gameplay and animations to the beautifully crafted score and story, wich simply leaves you speechless.\n\nDont wait for sale, buy this game NOW!",Recommended
"I did not know what to expect when I started playing but within minutes I found it to be breathtakingly astounding. The story is very rich and will hit you right in the feels.  This will make you laugh, cry, and carry you on a journey of excitement. Graphics are top notch you cannot help but take a breather and admire the beauty of the world. All and all I cannot praise this game enough. I highly recommend this game to anyone that is looking for a fantastic single player game with a fantastic story to boot.",Recommended
"Fantastic game, 10/10.\n\n-Smooth play style and easy to follow upgrade system - resources aren't hard to find.\n-Graphics are top notch! (running a 1080ti + i9 9900K)\n-Interactions between Amicia and her little brother Hugo are at times both cute and very raw, but believable none the less.\n-Gorgeous soundtrack meshes well with the overall dark immersion of the game (available on Spotify, too).\n-Not being able to take on enemies in a straight fight forces you to think critically about your actions but at the same time does not slow down the overall pacing of the game.",Recommended
"Highly recommend this game. If you like sneaking and simplistic puzzle combat with characters you feel attached too , this is the game for you. Short game but well done.  I was not disappointed at all. Wish they would actually continue this story.",Recommended
"This is a really great game. It has some really incredible parts, and I can tell it was made with a lot of love, too.",Recommended
HUGO! HUUUGOOOO! HUUUUUUUUUGGGOOOOOOOOO! ;-;,Recommended
"Wonderful story and gameplay. Maybe it is not the hardest game on earth, but the characters are so great and the story so good that I rate this game 10 / 10.",Recommended
"Story = fine\nBattle system = good\nCharacter development = bearly present\nMeaningful choices in game = none\nMinor bugs \n\nI really wanted to like this game. I love games with a rich story. This game's story however didn't meet my expectations. The potential is defenitly there but it wasn't being exploited. There is no character development except for the first two chapters. The characters dont mature at all, you stay a prepubecent girl with an overly attached little brother during the enitre game. Making friends along the way, kids that even though they probably have their own backstory, it isn't really touched upon. The first friend has some backstory, but after that your friends seem to come in and out of the story which doesnt allow you to engage with them much and they seem to serve just as a tool for slaughter and emotional baggage for the protagonists.\nTheme's like lies, betrayal, hurt and revenge  just aren't being explored within the game. There are emotions behind there that I could feel but the protagonists just didn't, making the story feel artificial and causing emotional detachment between the player and the protagonists. There is betrayal, but very briefly and there are no consequences for it at all.\n\nCharacter A [spoiler] brings enemy to hideout which causes [/spoiler] Character B [spoiler] to die. However [/spoiler] Character C [spoiler] doesn't blame [/spoiler] Character A [spoiler] for the death of her brother? [/spoiler] \n\n[spoiler] Upon taking revenge for the death of  [/spoiler] Character B [spoiler] yet another character dies. Again after the death of [/spoiler] charatacter D [spoiler] no frictions occur between the protagonists. There isn't even a shrink of doubt amongst to protagonists whether what they are doing is smart or worth it. At the end they seem either to be ignorant of their potential failure or to have overcome their fear of death which completely disengages me from them. The 5 kids that took down the entire inquisition. [/spoiler] \n\nOverall the game has good points llike the grafics, the crafting and the battle system, the only two things the game let's you decide for yourself. However the battle system gets repeated often and it get's old pretty soon. The story is fine but as I said not great. So I keep wondering why this game has such a great rating. I would recommend the game to someone who wants to play a strory rich game, that takes place during this time period and isn't too picky about realism, but definitley not at full price.",Not Recommended
"Amazing game, beautiful scenery, and just a groundbreaking story",Recommended
RODRIIIIIIIIIIIIIIIC!!!!!! T.T,Recommended
Great game. It is more of a stealth game than an action game so if you are looking for fast paced action this game doesn't have alot it. The story is easy to understand and it gets drip fed to you throughout each chapter you aren't left wondering what is going on. The game runs great on pc I was running it at 4K ultra settings and it kept steady at 60fps. The game has a crafting system that I enjoyed a fair but  my only complaint is that some of the upgrades really are lackluster compared to others so most likely people will be building the same things in their play throughs. \n\noverall in sunmary \npros:\ngreat story\nbeautiful setting \nruns great on pc \nnot bad bang for your buck took me about 10+ hours to beat and isnt at a AAA price tag \n\ncons: \ncrafting system is fairly linear \nstory gets drip fed to you so people wanting more of the story it may get a little boring only getting piece by piece in each chapter.\n\n,Recommended
"While EA says single player games are dead, then this comes out from a small developer - Asobo studio.\n\nGiven the limited resources they had, what an amazing game ! \n\nDecent graphics, great optimization, constantly refreshing game mechanics and above all - a beautifully told story with amazing sound tracks that creates tension and emotion. \n\nIf they had greater technical support, I believe this could leave even a better mark with better voice acting and presentation.\n\nAfter a long time, a game that could keep me playing for hours and still wanting more. Hats off !\n\n#APlagueTale_Innocence #10HoursJourney",Recommended
Great game. The story is emotional and intense. Amicia de Rune rules.,Recommended
"Well, people said enough things about this game but let me tell you that!\n ـــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــ\n(THIS GAME IS A MASTERPIECE)",Recommended
"This is one really amazing game. Asobo Studio outdid themselves with A Plague Tale: Innocence.\n\nWe follows the story of Amicia, her brother Hugo and a small group of other orphans trying to survive amidst the black plague in XIV century. \nHere the rats are the biggest enemies, they are everywhere and they are legion. Hordes of hundreds or thousands attacking and devouring anything and anyone they can reach. No ammount of martial prowess can keep Amicia safe from them, instead she will have to trust her wits and the rats fear of fire to keep them at bay. Special attention was given to how the rats move like a swarm.\n\nWhile the rats are biggest threat they aren't the only one. We also have villagers driven to madness and xenophobia who persecute and kill their own neighbors for fear of the plague and some soldiers fighting a war between France and England in the middle of the plague. And last we have the infamous Inquisition which has as its public face the figure of the Grand Inquisitor  Vitalis, a old man who has taken a interest in the nature of the plague.\n\nGameplay around human enemies also requer some wits but with a dose of stealth too since Amicia isn't a swordswoman. She is however a expert markswoman capable of killing a soldier with a rock throw from her sling and versed in alchemy. \n\nUnfortunately the (human) enemies IA is quite simple with them jusst checking a area after finding a body for a few seconds (no more than 30) before resume their patrol as if nothing had happened.\n\nSpeaking of the graphics, they are gorgeous, definitely AAA quality. There is great attention to details from the heartwarming De Rune household where Amicia grew up, to the plague torn village and the castle of the Inquisition and to  the forests from medieval France. A great deal of attention was also given to the seasons with lots of changes happening between some areas during the winter or autumn.\n\nVoice acting was also pretty good for the main cast but there are quite a lot of enemies and background chat being voice by the same person. Music served to convey the feelings from certain narrative moments, nothing outstanding but it did the job right.\n\nI recommend this game to anyone interest in a good story which is tied with beautifull graphics.\n\n[list]\n    [*]Graphics - 10\n    [*]Gameplay - 8\n    [*]Story - 9\n    [*]Music/Voice Acting - 8\n    [*] Final score - 8.75\n[/list]\n\n",Recommended
"It's a very fun game. Beautiful graphics, some the best I've seen in 4K gaming. The game is not really a combat adventure, nothing other than slingshot to get past or kill a few guards. Overall a relaxing game to play for a change coming from my other FPS.\nI'f you feel like a story driven adventure I'd recommend it.",Recommended
Great game with a nice story. Worth buying if you find a good promotion discount since there is little replayability,Recommended
"This is a completely story driven game with a big focus on stealth. The story involves the plague and rats, lots and lots of rats. I suppose this could make you think of Silent Hill but with rats and an inquisition in the Middle Ages ? I would recommend looking this up on youtube first.\n\nI enjoyed the game and would recommend getting it (although it can become frustrating if you're stuck somewhere but this only happened twice to me). The game however is a bit on the shorter end compared to other games (completed the story in < 15 hours).  I bought this during a steam sale and I would recommend doing so to others.",Recommended
Worth it.,Recommended
Great story and soundtrack but the English Dub in this game made me physically sick. Play in French.,Recommended
Great game,Recommended
"Firstly, it is nothing like Hellblade. It is priced higher and hard to perecive as part of same segment. Plage Tale is praised for its graphics, but considering game's pricing they're just adequate. Storywise it is typical gamely fantasy mumble, I couldn't see its nor its characters appeal. If gamplay had been fun, story would be passable, sadly it also failed to entertain.",Not Recommended
Quite Good,Recommended
"The game overall is quite good. Worked well on Ubuntu Linux 19.04 with NVIDIA 1080 using Proton/Steam Play. Didn't run into any issues or crashes. The strong parts are the story, graphics and atmosphere. The voice acting is really good too. Having played many stealth games, there isn't anything that was challenging. Navigating through the world there's generally one basic approach to stealthing your way through. Even the skill upgrades didn't really seem that important. However I found the game play quite enjoyable and satisfying. Highly recommended.",Recommended
7.5/10\nthe game is pretty good looking and a Nice story \nand seeing that a small studio am amazed \n\nits worth it if u like stealthish creepy feeling game Rats are surly scary here xD,Recommended
This is a wonderful game with a great story and very good gameplay. i can say that it is extremely linear in nature and there is little to no varying gameplay beyond different tools used in the same instance but the end goal and direction is same. that being said the graphics are absolutely gorgeous with excellent controls. i highly recommend this game even if not on sale some may feel its not long enough for the money but i enjoyed every moment and every character interaction and dialogue. i found myself becoming very attached to every character and actually cared about what they said and what was to happen. check my facebook page pcmasterwraith for screenshots for this game and many others. 10/10 but not very long and again very linear.,Recommended
"The price point can make it a hard sell (so wait for sale if need be), but trust me if you are looking for an emotional story oriented single player game, look no further.",Recommended
"This one was a huge surprise to me. I had seen it a couple of times on Steam, but never really read much about it. I thought it would be like Last of Us and it very much is, just in a medieval setting. \n\nThe first and last chapter are unfortunately very weak to be honest and the mechanics are horrible, but the beautiful graphics, music and the voice acting of Amicia and Hugo make up for it. Can't believe for both of them it was the first acting job.",Recommended
"Excellent game, character depth, relationships and story. Gameplay is mostly entertaining, a mixture of stealth, light combat, and simple problem solving.Slightly marred only by three things: clunky and unresponsive movement/action mechanics, an infuriating boss fight (because of the clunky movement/action mechanics), and the lack of ultrawide aspect ratio support\n\nSlightly flawed but otherwise highly recommended and very impressive for something from a non AAA developer\n\n8/10",Recommended
It was a cool game bought it not knowing what to expect and was an enjoyable game would recommend.,Recommended
"DEFINITELY one of my favorite games of this year. The story was totally unique and I thought it was incredible. The game makes you have a real connection with the characters, and the events of the game become emotional.\nAnd the kid is F***ING ADORABLE.",Recommended
I've played games for a very long time: so I am very critical on what I spend my time on.  But nonetheless I thought this was an amazing game. For a few moments throughout the game is made my heart start pumping and I was so immersed into the game I frequently forgot what time it was.\nThere are quite a few puzzles that you have to solve and some of them were very challenging. When you first play the game: you have to be very stealthy but as you progress the game: you have to become more aggressive towards your enemies and it becomes very rewarding. Overall the story progresses very well and it doesn't feel like it drags at all.\nThe story is suspenseful and definitely keeps you on the edge of your seat.   Overall 9/10.,Recommended
"I really wanted to love this game, but it was just unplayable. The combat system was totally broken, I couldn't get past the first couple of combats in the second chapter because they were so slow and frustrating. The constant whining of Hugo also doesn't help. I get that he's acting completely appropriate for his age, but there's a reason most games don't include toddlers- because they're annoying. I wanted to get into it, but it's not relaxing to spend so much time yelling at my screen.",Not Recommended
"A bit of fictional take on the Black Death epidemic in Europe from the dark times of our history.\n\nIt's hard to write about the story, so I will try to not spoil anything. Basically you play as Amicia. A young daughter of local lord who is thrown into the harsh world of adultery, hostility and unknown epidemic from rather peaceful and carefree life. Story is very enjoyable (on rails, without significant choices) and throws you right into the thick of it rather quick. It's not all dark, there are some fun and funny moments as well. \n\nEnvironments are simply gorgeous with a lot of detail everywhere, most of the time it feels like a fairy tale. Amazing job with different times of year, weather and mood through environments. Beautiful sky, landscape and setting which reminded me of games like The Witcher 3: Wild Hunt and Kingdom Come: Deliverance. Detailed textures on environment and characters with big areas to explore.\n\nGreat work on voice acting as well, especially on Amicia and her bond with the brother. A lot of kids humor, cute moments and dialogues. If you take your time and explore the areas, you are often rewarded with some lore info, interesting dialogues, supplies or collectibles.\n\nGame has some RPG elements and character development as well. You often find different ingredients on your journey. Most ingredients can be combined into usable items that can help you with different tasks, challenges and obstacles. You can also improve some of your equipment as well. Resources are very limited so make the most of it and explore more if you're running low. Personally I found the balance of scavenging, crafting and exploration to be linked rather nicely.\n\nCombat is mostly ranged with a lot of things you can throw, distract enemies or complete puzzles, challenges. Being pretty much kids, any enemy who gets in melee range will often kill you so you tend to stay as stealthy as possible. Large portion of the game is spent evading and sneaking around so if it's not something you're good at, you might reconsider.\n\nPerformance wise, game runs alright but not ideal. I have FX-8350, 16GB, GTX970, SSD. On above recommended hardware I couldn't keep 60 fps on 1080p, high settings, so I ended up playing in 720p windowed. By default game set me to ultra which was dipping into 30 fps, so you need quite beefy or rather new computer for this game.\n\nIn any case it wasn't an issue, as I get older I notice I've been playing most games in 720p window, so it's more comfortable to view. I didn't encounter any errors or bugs, overall game worked well.\n\nWould be interesting to see if developers will continue the story, however it's not likely to happen. Overall, you are looking at somewhere from 20 to 30 hours of gameplay.\n\nEnjoy!",Recommended
"Excellent story-driven adventure. \n\nAs you can see from the preview images, A Plague Tale takes place during a massive plague. I really enjoyed how it was quite low-fantasy except for the hordes of unstoppable rats ravaging everything. Other than that, you've got a sling and your wits. \n\nThis is different from other stealthy adventure experiences because for a huge amount of the game, you're pulling your sick brother around. He can't run fast. He can't vault ledges on his own. Overall he's just a handicap, but it makes for a lot of interesting dynamics. There are times when obviously this makes things harder, but there are also a lot of unique scenarios where controlling 2 or even more people at a time makes for interesting puzzles. I think Asobo Studio saw this handicap could be annoying to some people, and did a really good job keeping it interesting and unique by using it to sculpt their level designs in a proactive way rather than restrictive. \n\nThe graphics are quite good. I see a lot of people praising the graphics, and they are good, but I think the slight stylization to make it a little more dramatic also pushes the visuals very well. \n\nI was also really impressed with the sound. I loved the subdued classical music. I'm no classical music aficionado, but it did feel like proper ancient European music to me. There weren't any pieces that had me particularly riled up like, ""Oh, I've gotta have this song and blast it on my way to work,"" but the soundtrack fits perfectly in an ancient setting. The writing and voice acting was also stellar. I love their French English and how it's just a little unnatural compared to native speakers. It also makes the characters' dialogues feel more pure because when they speak simply there's no way to beat around the bush. \n\nReally a great game that deserves more recognition. Definitely pick it up if you are into story-driven games.",Recommended
Great Game you should try.,Recommended
"Excellent game. Terrific story and graphics. Gameplay is simple but fullfilling. I really enjoyed every minute, it was very immersive.",Recommended
"The story is engaging from the very beginning, and keeps getting better after every chapter.",Recommended
"The subtitle of ""Innocence"" is not just there for show.\n\nIt is a gripping tale of the strength and determination unique only to souls that couldn't possibly know better. The story unfolds with absolutely perfect pacing, coupled with a captivating soundtrack. As every question is answered, a new one is posed - and in the end it will leave you struck.\n\nThe gameplay can be challenging, and relies more upon thought and planning rather than reflex.\n\nThe flaws are minor, and possibly just opinion based.\n\n9.5/10 without a question.\n",Recommended
"The first 6 hours were interesting. The story and game-play were new and interesting. After 6 hours the game became more and more and more annoying with each repetitive sneak, shoot, sneak throw, sneak, run mission. Every character affected by the story means very little to me as everyone aside from the main two characters are very shallow and tag in and tag out frequently. The way the game was portraying things, it was not only not shocking, but had me rolling my eyes[spoiler] That Hugo had some sort of ""power""	[/spoiler]. From the onset I was waiting for it, and when it came I was still annoyed. The secondary boss battle at the end was tedious and mostly just annoying as was the lead up to the main boss battle and that battle as well. \n\nI feel i got somewhat of the wrong impression going into this game. It turned out to be a stealth focused game with story elements, rather than a story focused game with stealth elements. \n\nEdit: Also, the game struggled at times maintaining 30fps at 1080p using an nvidia 1080 and an i7 processor. Cutscenes are not prerendered so they also suffered frame issues, which was quite annoying.\n\nFor $45 dollars, i regret so much that i bought this. I genuinely googled how many more chapter there were at one point, cause i was just so ready for it to be over. 6 hours of fun, 12 hours of playtime, one cannot justify dropping $45 on something like that. Knowing what i know now i probably wouldn't bother playing the game for free, but if i had to attach a fair price to it, i would say $15 seems like a fair price for what the game offers.",Not Recommended
+1,Recommended
