review,recomend
.,Recommended
even tho I played the game i know early on that am not gonna be able to beat it cause of how the games saves. and having to do stuff over and over again you die is pain for me but what here is fun if you like castle games then you will love this and mods are cool to so enjoy,Recommended
Haven’t been so cute in a game since MHW.,Recommended
"god this game is amazing there is nothing i can imagine that could be improved and wiht all the free stuff coming down the pipe this is in every way what people wanted. i eve love the fact that igarashi and his team made the protagonist freaking hot. a hot body and huge chest wiht a cute face. in todays climate some would see it as a risk but they did it and look, it sold and everyone freaking loves it. i just hope eventually this gets a sequal",Recommended
It's exactly what I expected and wanted.,Recommended
Is nice.,Recommended
A better SoTN than SoTN,Recommended
"Really a top quality game.  I enjoyed it from start to finish.  My only complaint is that at one part it was nearly impossible to figure out what the next step was and it is the only time the game does not give you hints (by talking to NPCs).  Otherwise, what an awesome game that can be played how you want to a certain degree (ton of customization and options for you to pick your preferred play style).  Highly recommend this!",Recommended
Absolutely AMAZING game.  Truly a great castlevania experience.\n\nEDIT: Just beat the game and I still stand by it's a fucking amazing game.,Recommended
"Overall a solid metroidvania game, although I had my few annoyances with it. If you liked Hollow Knight you will probably like this one as well.\n\nPros:\n-Enemy and environment designs\n-Soundtrack\n-A lot of powers/weapons to use\n\nCons:\n-Game is fairly short, was able to finish it with a 90-ish completion in around 15-18 hours.  \n-Practically no real way to heal except to go to a save room, which sometimes required me to just rush through a game section frantically looking for it\n-The items(including healing) are way too expensive, requiring significant grinds. I've managed to complete the entire game with a Recommended ending and only having earned a total of 25-30k coins, large heals(3rd or so hp) cost 1000, whereas good gear and upgrades(16 or 32 bit coins) are within 10-20k+ range...\n-Save rooms and fast travel rooms were sometimes far apart, requiring a lot of backtracking to get to save.",Recommended
Miriam for Smash Ultimate\n\nAlso fun fact for any Kill La Kill fans: Ami Koshimizu (Ryuko's va) voices Miriam.,Recommended
Exellent Castlevania style game if you enjoy 2d platform and love exploring\nThen this game is for you,Recommended
"This game looks incredible. I have Native 2k, DSR X 4 to a Resolution above 5k. I then Super Sample that to 120%. Getting 130 to 144 frames in most scenes. Optimization is very good suffice to say. The gameplay itself is smooth, great hit detection and a wide variety of play styles. 15/10 would use stupid high resolutions again.",Recommended
Default keyboard/mouse settings need three hands to use. Don't buy unless you have a controller or a third hand.,Not Recommended
"Unlike Inafune, IGA managed this game well and successfully followed through with the kickstarter campaign to make this game the most authentic successor to the Castlevania series especially SOTN. It's exactly like a blast to the past. Both Hollow Knight and Salt and Sanctuary are meh in comparison.",Recommended
"It's not a bad game, just not for me. My 2nd time trying it and I thought the previous game Bloodstained: curse of the moon was an awesome platformer but this game feels more like dark souls than a platformer and the grinding involved, I just don't want to know about it.",Not Recommended
She's so fucking cute bro,Recommended
"Unless you're like, allergic to great video games, buy this game. Right now.",Recommended
Best Castlevania game since Curse of Darkness.,Recommended
"amazing game, i only had a bug were the camera zoom in but beside that its all good",Recommended
Best Game.,Recommended
"This is one of those games that you already need to like in order to like.  \n\nA quick look through the reviews made me realize that this game has a heavy nostalgia factor, as well as familiarity with the franchise's universe, with a dose of kickstarter-investments; combined together these put the game into a different light for those who are already invested in it, versus newcomers like me.\n\nAs someone who's unfamiliar with this universe, the game was simply too clunky and slow, with a lot of backtracking involved.  The story was not interesting and the combat is dull.  I did give it a fair try but eventually lost interest.  With that, can't recommend unless you already know what you're getting into.",Not Recommended
"I KickStarted this game years ago, and I am very pleased with how it came out. It feels just like the classic's the Koji Igarashi is known for, but it's also got a lot of newer content that really helps bring newer life to the game. Character customization, good weapon variation and combat, varied familiars, soundtrack and story are all fantastic. Dialogue can be 'strange' at times, but I found it grew on me quick. I do have two complaints. One: the shard animation needs a 3rd setting, only activating on story specific or rare gathers. I turned it off pretty fast, but I wouldn't mind seeing it for the important shards that are needed to progress or are very powerful. Two: The Aqua Stream shard needs to be either a 100% drop for your first kill, added to shardcontainer, or be much less cryptic. I wandered for about 2 hours before I had to look up that a random mob drop was required to progress. Every minute I enjoy the game more and more though, and would absolutely advise it to those who haven't played yet.",Recommended
"Amazing game so far,Few bugs here and there but should be fixed in a future update.\n",Recommended
Best game dawn of sorrow 2,Recommended
"It's way better than expected. Looks great, plays like the very best Post-Symphony Castlevania games but even richer in features. The map is HUGE. 3 hours in and I've only seen like 17% of it and less than 10% of the monsters I think. So many special moves, ways to customize your play, and just great design. Truly amazing game. The only thing it's missing is the Castlevania name, but I'm hoping that we see more of Bloodstained in the future and it becomes its own franchise.",Recommended
Great game,Recommended
"Like most, I backed this project as a huge IGA-vania fan. I play and replay Symphony of the Night a couple times a year and even break out my DS to play those games too. Bloodstained does a remarkable job of capturing the spirit of those games while still managing to feel fresh and new.\n\nCharacter progression gives you a ton of options and the end goal isn't whether or not you'll be overpowered, but how you'll be overpowered. You may grind a bit to get there but the end result is always worth it. There's no one way to play the game so depending on what drops for you and when, you'll always feel like you're powerful. It definitely fulfills that power fantasy niche. \n\nThe music is catchy and tends to get stuck in my head rather often. Visually, the game ranges from passable to stunning. I'd say the graphics are possibly the weakest link but only in comparison to the quality of everything else.\n\nWhile the game itself is incredibly fun and polished in a lot of ways, the endgame is a bit anemic. I got to the final area and quickly beat the game and it felt a bit like ""...That's it?"" I think this may be something resolved by continued developer support\n\nRegardless, if you have any love for the Castlevania series between Symphony and Eccleisa, there is no excuse for not playing this game.",Recommended
I Love This Game So Much!,Recommended
Voyage of Promise.,Recommended
"Great game; there's some very obscure exploration to be done once you near the end-game, don't be afraid to look online.\n\nIt's only fault is that if you've played Symphony of the Night (or any of those Castlevania games) to completion you might find this game too easy. Literally nothing in this game gave me trouble, combat wise.",Recommended
"Honestamente eu esperava mais desse jogo, até mesmo a abertura do jogo foi mal feita... Sem falar no ""Dia 1 update"" que nunca saiu",Not Recommended
"This game is great, Going to the obvious first, it shows alot of influence of Symphony of the Night and Aria of Sorrows including the familiars and in some of the achievements however it still make a unique experience for me\n\nThe visuals looks really good and the graphics are great too, keeping the 2.5D style during all the game and the areas are distinct between each other so you can remember them easly. For Gameplay, its very good but still have 1 or 2 glitches that need to be fix but they don't break the game too much, the controls are responsive.\n\nI like this game and was nice to complete too, but get ready to grind if you want to 100% but only in some achievements, if you play it casually you can end it without need to be level up too much but that doesn't mean this game is easy either",Recommended
"This game is pretty much a successor to Symphony of the Night, but expands into the things that AoS and later titles did with skills.\nOn top of this there is a proper ""town"" area that where you can get quests to help you progress through the massive list of foods and equipment there is to make in the game.\n\nThe price point is a steal for the level of content that is within. I have supported them by buying the game both on PC and on Switch. Both options are amazing.\n\nMy only gripe would be the lack of monitor selection for the game to load into but a simple launch command in steam fixed that issue. (Feel free to DM me if you need it.)\n\nOther than that the games soundtrack is amazing once more and the game feels and plays like SotN. Worth 60$ if you ask me.",Recommended
"The game is fun, don't get me wrong. it's Recommended to what it's trying to do, and felt like a fun callback to symphony of the night.\n\nThat being said, it's not really as deep as it would imply. the game is relatively short, and a lot of the mechanics kind of felt like they were added just to say they did. I didn't find too much joy in the crafting, and crafting gear instead of finding it took away some of the joy that makes metroidvanias fun. \n\nThey have been hyping all of these free DLCs and new characters to play as, but so far the only DLC is not only small but also wasn't free.\n\nIt's definitely worth playing, but 100% not worth $35. Especially since Hollow Knight is so much cheaper and such a better game.",Not Recommended
Took a break from gaming and wanted to jump back into it but not with your classic long ass JRPG/RPG. This was absolutely breath taking found it honestly fun and didn't take long to finish. Sometimes the classic style games are just what you need!,Recommended
"I'll be honest, I was skeptical, but this game is nothing short of a masterpiece. \n\nEverything great about Symphony of the Night and then some. There are so many references to SOTN it's crazy. The map, mechanics, secrets are the exact same, but polished. I could not recommend a game more than this. 1,000/10",Recommended
"fun side scroller, if you enjoyed castlevania you will def enjoy this game",Recommended
"No 21:9 support, in 2019 still, shut up 16:9 peasants nobody cares about your budget  preferences.",Not Recommended
"Great game, bring back all the nostalgia of castlevania games, symphony of the night in particular, classic elements with new abilities and a 10,000 room map, the music is amazing and there will be 13 free dlc, it was everything i expected and more, 11/10",Recommended
"Fucking perfect.. Everything I'v been wanting from a Castlevania game for years, but finally actually here #FucKonami",Recommended
"Cannot recommend this game after recent update.  Crashes abound, slowdowns and glitches.  I can't even get past the opening levels because the game will crash 25 min in.",Not Recommended
"Pros:\n+ Spiritual successor to Castlevania series\n+ Hundreds of different weapons & powers/skills to collect\n+ Enormous world to explore\n+ Main Story\n(+ No microtransactions)\n\nCons:\n- Requires lots of grinding if you want to upgrade powers/skills\n- Shallow and simple side quests\n- No alternative outfits to find and collect\n- I wish it was more difficult\n\n\nDo I recommend:\nDespite its few flaws I definitely recommend this game, especially if you're into old 2D Castlevania type of games. This is probably my 2nd favorite game of this year thus far at the time of writing this (summer 2019).\nSo skip the next AAA extortion game that you intent to buy and support these indie devs instead, because unlike AAA studios indie devs still make games for gamers.\n\nVerdict: 8/10 - I wish there will be sequel.",Recommended
"I am a Castlevania fan. And when I say fan, I mean I have almost every single Castlevania game in my gaming collection. This is such an amazing addition. They have really outdone themselves.\n\nThe only complaint I really have, is that if you use the bunnymophis shard it makes the game stupidly easy. I actually had to get rid of the shard because of how I plowed through every boss. And that's it...my only complaint. 5/5",Recommended
Need moar!,Recommended
My only regret is buying this game on sale. IT IS WORTH EVERY GOD DAMN PENNY.,Recommended
"I hate to say this, but I cannot recommend this game.\n\nAll-in-all it's a real shame. I played Symphony of the Night, Super Metroid, and Hollow Knight, and I was super hyped to play Bloodstained. But for a $40 price tag, this game fell short of those god tier games.\n\nIn summary, without spoiling anything, this game fails on three major points for me:\n- The movement mechanics must be equipped and are clunky, slow, and really not fun to use\n- You must play on the lowest difficulty and this is far too easy, you will facetank almost all content\n- Most boss fights lack any depth or challenge and all together about 3 of the 12+ are interesting\n\nSpoilers ahead. I played on PC with a keyboard/mouse.\n\nFirst, the game has a horrible requirement to ""equip"" some of the movement mechanics before you can use them, and they share slots with other abilities you use on a regular basis. On top of that some movement mechanics require you to use your mouse to aim them, so you can't keep both hands on the keyboard (I use arrow keys for movement and the left-hand side of the keyboard for abilities). This is horrendously clunky and I immediately hated the Reflector Ray, Aqua Stream, and Dimension Shift. Reflector Ray usage means open menu, scroll down to it, equip it, lift my right hand to hold my house, hold right-click, aim it for 2-3 seconds, then confirm with another click and wait 2-3 seconds for animation. Compare this to super dash in Hollow Knight where I hold a key and boom 2 seconds later I'm off. This is a massive step backwards in game design.\n\nOn top of this, too many chests/collectables required one specific movement ability in late-game areas, not in areas you would have to backtrack to (which is a staple of Metroidvania that I love). Being in a late-game area and equipping my Reflector Ray to get a chest feels like the devs are trying really hard to justify their poorly designed movement mechanics. It's also worth mentioning that Dimension Shift is used in a single room in the game, and you still have to equip it and use the clunky mouse aiming. There were also no puzzles at all which required clever use of movement mechanics to get a reward at the end. Given how slow and clunky the movement mechanics are I would have liked to use them in a puzzle context a lot more in this game.\n\nNow, I should mention there IS a hotbar where you can customize loadouts, including equipped abilities, and switch to them by holding TAB, pressing an arrow key and confirming with a button press. I ended up using a custom loadout per movement mechanic so I wouldn't have to go into the menu as much. BUT, the hotbar is bugged and if you had double accessories equipped or changed any part of your loadout, it was really liable to mess up your main loadout. Every time I switch back to my main I'd have to re-equip my accessories and double-check the right abilities are being used. It was also non-obvious how to make my current loadout the default for other loadouts, with specific overrides. Poorly implemented band-aid to simply not putting movement abilities on key presses directly.\n\nSecond, the game forces you to play on lowest difficulty during your first playthrough. This only irritates me because the game became braindead easy after the Zangetsu fight (the second boss in the game). Up to the Zangetsu fight the game has its challenges and the Zangetsu boss fight itself was pretty tough for me, I died about 8 times learning it. However, immediately afterwards I acquired Welcome Company, Riga Dohin, and Rhava Bural and shredded through the rest of the content super easily. I was really disappointed that I never had to switch up my loadout and beat all bosses easily on the first try by standing in front of them and unloading. The game really had no interesting gameplay to offer after Zangetsu and that's just unacceptable to me, there should have been mounting challenge over time. I really wish the game had let me play on a higher difficulty.\n\nThird, as I already touched on the bosses are really uninteresting. Zangetsu was awesome and gave me high hopes for the rest of the game, and Bloodless and Alfred did not disappoint for challenge and putting on a show. But the rest of the bosses in the game were really boring, easy, and unmemorable. A couple of flashy bosses like Twin Dragon and Bael were interesting to look at, but packed zero challenge. The final fight was extremely anticlimactic.\n\nTo be clear, the game looks good, performs pretty well (a few frame drops with Welcome Company and Familiar: Dullahammer Head maxed), and is highly polished, but the fundamental game design choices break it.",Not Recommended
"Disclaimer: I received this product for free after backing the game on Kickstarter, even if I regrettably did it as a slacker backer.\nAlright, having played nearly 150 hours of this game since it came out, I think it's high time I wrote a review about this game.\n\nOVERALL THOUGHTS (aka. the tl:dr section):\n-Beautifully crafted game despite initial and current bugs that are being patched\n-Encompassing of multiple playstyles despite the overlying Metroidvania genre, which call back to traditional Castlevania controls\n-Very fair difficulties; it provides multiple settings that accommodate both new and veteran players\n-It set out with a mission and multiple stretch goals, courtesy of Kickstarter, and met requested standards, with the promise of additional content\n-Soundtrack that is out of this world\n-Story, while not as detailed compared to games like Bioshock and To the Moon, hearkens back to traditional Castlevania plots and even adds unique spins (more on this later)\n\nGAMEPLAY:\nThere are so many ways that people can play this game and you quickly start to realize how many ways you can plow through this game. I stuck to my traditional approach to these sorts of titles aka. ""pick a melee weapon of choice and use it on everything until finding something better"", but with progression and repeat playthroughs, I began to experiment with various fighting styles. For instance, with the right items and levels, your new game plus run can consist of infinite shard spamming or using exclusively techniques to wipe enemies to the floor. Alternatively, you can focus on using firearms and crafting many types of bullets to combat various enemies. Some would argue that this game doesn't do much in terms of new playstyle and while I can agree to that to a degree, I feel it's important to remember that Bloodstained is a reminder to what made Castlevania games fantastic and shouldn't feel the need to branch out from traditional forms that consistently worked. However, if there is a Bloodstained 2 (which I would be hyped about), then it would be a good idea to try and experiment.\nSpeaking of crafting, the crafting system in this game rewards you more than expected. Not only can you craft consumables to keep Miriam alive longer as she explores the castle, but you can also craft armor and weapons that boost your stats. This by itself isn't anything unique until you add shard level mechanics. I was surprised to see how the items I craft are also important to upgrading shards, some even requiring weapons and armor to reach higher levels. It is also worth mentioning that the meals that Miriam cooks boost her stats... permanently. A quarter of the way into my first run, I failed to realize how imperative meals were to improving Miriam's abilities and frequently died because I'm too stubborn to abuse consumables (I'm the kind of person that tries to abstain from using healing items even when I clearly need it). Even after learning this, the bosses and enemies still pose a threat if you play carelessly.\nOn the subject of enemies, from what I know of Castlevania titles, there is often a huge conglomeration of foes and this game is no exception to this rule. Based on how they attack, you need to exercise caution lest you discover that half of your health bar gets whittled down before you know it (personal note: screw Cyhyraeths). While there is no one way to take down enemies, you'll find that varying your style may be needed to efficiently farm them for shards and items. What's more interesting is that if you look up some of these enemies (particularly bosses), they tie back to actual figures from mythology, much like various Castlevania titles stuck to. Even the final boss's design is Recommended to mythological depictions (seriously, look it up; the resemblance is near uncanny).\nThe difficulty is what I would consider fair. While I've watched some Castlevania walkthroughs, I never actually played a Castlevania/Metroidvania game (the closest I've came to was minor online flash games and Metroid Prime series). With regards to Bloodstained, I definitely started the game on normal difficulty given my somewhat unfamiliar approach to this game (not that this is anything unusual for anyone, short of knowing the ""Nightmare"" cheat to unlock all difficulties) and I died a fair amount to bosses. As I became more acquainted with the game, I found myself dying less and familiarizing myself with enemy patterns. While there are some parts of exploration that I found tedious (such as finding a certain shard to navigate through the Forbidden Underground Waterway), I never felt bored trying to 100% the game. Even on new game plus runs, I had a ball of a time trying to no damage bosses for bragging rights or starting a fresh Hard run that presented more enemies in certain areas as well as different enemy attacks. Right now, I'm trying to do a fresh Nightmare run which, to its credit, is a nightmare to accomplish. I probably died 15+ times to the first boss and still haven't gotten around to beating it.\nThere are a number of bugs that hasn't been patched yet, though thankfully nothing game-breaking that I stumbled on so far. The most aggravating one in my opinion is how whenever Miriam talks, her speech is slowed down compared to everyone else's with the background music slowing as she talks. At first, I thought it was just my computer doing that since I brought this laptop mid-way through high school and I've now graduated from college for 2 years (aka. it's old), but I found that other characters like Johannes and Gebel having a normal speech speed. What's more is that I checked forums and saw others with the same problem, although not everyone has the same issues I had judging from various videos on Youtube. Other common ones I noticed are character dialogue not matching the written text or sometimes certain words being omitted as well as items getting stuck in walls and ceilings. Thankfully, these don't significantly detract from the game, albeit somewhat annoying at most. Furthermore, subsequent patches do make an effort to fix these problems. To wrap this up, for others who may feel deterred from this game because of the glitches, remember that this is, despite the beauty of the game, considered an indie game. Since Konami is a miserable pile of pachinko machines (there, I said it), Iga-san had to produce this game with less access to resources that triple AAA titles would otherwise have. It is impressive in its own right that the game turned out as great as it did, but I wouldn't be shocked at the few bugs this game has and even so, they don't take much away from the game itself.\n\nMUSIC and ENVIRONMENT:\nSince my computer is literally a potato even when all settings were lowered to as low as I could make it, I wish I could comment more on the setting of Bloodstained without the overall lag that my computer can't keep up with. That said, the visuals are absolutely stunning even with low quality and add to the setting of all the stages. As a 2.5-D game, there is only so much you can do in a certain plane, but the developers really put an effort into crafting the levels. A good example is half of the stage in the Tower of Twin Dragons or most of Bridge of Evil. Just casually glancing at the background of Dian Cecht Cathedral, Livre Ex Machina, and the Hall of Termination is also a treat for the eyes. It's a noticeable enough difference that imagining the game without the environmental art would seriously impact my feelings towards Bloodstained. It's just that good.\nFor the music however, my ears were rejoicing with many of the tunes played through Bloodstained. As someone with a significant musical background, few things are important to me as the ambiance established by the compositions, regardless if they can be played on their own or within the setting of the game in question. The prequel, Curse of the Moon, blew me away with stage music (Stage 1, 5 and 7 being my favorites) and... (see comments)",Recommended
"Literally a post-SotN Castlevania game, and completely unapologetic to the point it throws some references of the original IP. By just renaming characters and enemies, fans can keep enjoying the franchise under a new brand as keeps everything they love about it. If you played a metroidvania before, this is a very solid pick of the genre which only major flaw is minor graphical glitches (Mainly some enemies after being killed and hair physics). There's some item grinding as well, but is manageable as you gradually build your character. There's really nothing much to say, as is pure Castlevania action with a new coat of paint.",Recommended
"bought this game at full price. i must say i got all my money's worth.\nbeen playing for 30+ hours and i just finished the game but there are still lots of things to do like boss rush and speed runs. hopefully, they release the 2nd playable character soon!",Recommended
100% completion rate... now i'am a flying god,Recommended
"An excellent SOTN clone. If you liked SOTN, the GBA and DS Metroidvanias you'll love this game. Hard modes provide a very good challenge especially if you wanna get the medals and beat every boss no damage. See if you can guess where the mechanics came from.\n\nDo try to meet the system requirements though. I thought I wasn't gonna be able to run this game (i7 processor, 8gb RAM, Nvidia GT 525m) but it barely worked. It just doesn't run at 100% speed (except the hidden 8 bit dungeon) but I couldn't complain, as other than some input screwiness doing the techniques on a controller everything works fine and is responsive.",Recommended
My favorite game of this year.,Recommended
"Remember, we're werewolves not swearwolves!",Recommended
Great successor to Castlevania!,Recommended
"Finally a castlevania-like game. I wish they would bring the old gameboyadvance ones to steam one day.\n\nThis game is fantastic. Sometime you don't know where to go exactly, but that's just a minor issue.",Recommended
"You should check this game out, its kinda like the old Castlevania game, but different.",Recommended
"A Recommended Castlevania experience from the man, Koji Igarashi himself.",Recommended
"This game has it all :\n- 90 slightly different fireball spells\n- steampunk Otacon\n- discount Alucard\n- BLOODO STEALU\n- no nonsense female character with zero (0) fanservice\n- demon hairdresser\n- fighting your doppleganger halfway through the game, only she's still wearing the basic outfit and haircut so you can see how much you glowed up\n",Recommended
"Oyunu sevmek için çok uüraştım, steamden sonra switchte de denedim, ama karakterin hareketleri, zıplaması, vuruşu vs o kadar donuk ki hiç oynayasım gelmiyor. Bunun yerine Monster Boy'u oynamanızı tavsiye ederim.",Not Recommended
One of the best games i played this year.\nI am looking forward to play new games from this developer.,Recommended
"I just put in 75 hours, and I barely beat normal with level 86 and almost everything maxed out including techniques. This is not much of a review but more of my experience. The game brings nostalgia but in a fresh innovative way, I love how everything is set up. I think this is a masterpiece and if you lie metroidvania style games this is a must have. The music and  graphics are just exquisite. The game mechanics are very well thought out (except for some nit-picking).\n\nThe game is solid and worth the price especially if you get it on special from humble bundle.",Recommended
tasty,Recommended
its a great game... keep it up igarashi,Recommended
"Great game but still major bugs need to be fixed asap, I can not play speed run mode due to ""Fatal Error"" all the times.\nhowever I hope it can be fix soon.\n\nAgain, it's really a great game, worth to buy even with such unforgivable bugs....",Recommended
За отвратительный порт на Свитч вам бы Ęбальник сломать.,Recommended
"GET. THIS. GAME. Can't tell you the last time I've been this happy with a purchase. Played the entire game, all secrets, all completion of the map... beautiful. Just beautiful.",Recommended
"Once I started playing, I couldn't put this down. I beat it twice and got all achievements.\n\nAbsolutely worth picking up, would recommend to anyone.\n\nI can't wait to see what IGA and 505 does next!",Recommended
"If you've played ANY of the MetroidVania titles, start this game on Hard Mode by entering NIGHTMARE as a character name (opens up the optional difficulties). Outside of the game being to easy on normal, it is the Recommended successor (arguably better) to Symphony of The Night.\n\nWell done.",Recommended
"It's.........good, really good.",Recommended
"I guess I played this game a little, so here's my first Steam review ever.\n\nIf J.J. Abrams was hired to make a [i]Symphony of the Night[/i] sequel, this is what you would get.  [i]Bloodstained[/i] is flashier than its predecessor, and is a wholly satisfying adventure on its own, but it hits all the same notes as its predecessor in incredibly predictable ways (especially looking at you, [spoiler]sword familiar found in a stained glass-filled cathedral level that becomes a weapon when you fully level it[/spoiler]), the music isn't as good (even though the same composer was involved) and our hero just doesn't move as nimbly as her predecessor (weird back dash lag).  It's not the lightning in the bottle that [i]Symphony[/i] was, but it's still a great game, and highly recommended for anyone who enjoys games in this genre.\n\nAs someone who almost exclusively plays Japanese games with Japanese audio (if the option exists), I also wanted to add that the English voice acting in this game is surprisingly solid.  Yes, some of the midlevel bosses still sound like accounting department fill-ins ([spoiler]Bloodless[/spoiler] was especially painful), but for the most part the English performers are entertaining and just the right level of campy.  During my second and third playthroughs I switched exclusively to English.\n\nFinal thoughts: this game gets broken in some really ridiculous ways if you outlevel the content.  Some of the shards are incredibly overpowered at high levels, to the point that you can ignore nightmare mode boss mechanics entirely and just nuke them in under 20 seconds.  For me, that's fun, but it might not be everybody's cup of tea.\n\nP.S. I was not a kickstarter backer and did not purchase the additional ""Iga's Back Pack"" DLC, so this review does not include an assessment of that content.  The Back Pack DLC was supposed to be a backer-exclusive reward for supporting the game early (at a price point $20 higher than retail), but was later made available as a $10 purchase.  I don't agree with that.  Exclusives should remain exclusive, period.",Recommended
